Fall,College,Major_Name,Total,Female,Male,MFRatio,Caucasian,Asian American,African American,Hispanic,Native American
1991,Las,Chemistry,453,117,336,2.87,317,38,8,8,1
1991,Las,Chemical Engineering,414,133,281,2.11,297,66,10,16,0
1991,Las,Biology,153,57,96,1.68,103,14,2,2,0
1991,Las,Biochemistry,102,39,63,1.62,68,9,1,0,0
1991,Las,Atmospheric Sciences,26,4,22,5.5,11,0,0,1,0
1991,Education,Anthropology,87,50,37,0.74,53,1,1,2,0
1990,Fine And Applied Arts,Theatre,102,48,54,1.12,86,1,3,1,0
1990,Education,Ed Organization And Leadership,106,66,40,0.61,76,1,7,0,0
1990,Education,Early Childhood Education,62,61,1,0.02,55,1,3,3,0
1990,Business,Finance,780,250,530,2.12,588,55,63,30,1
1990,Business,Marketing,145,84,61,0.73,107,10,22,5,0
1990,Education,Educational Psychology,137,95,42,0.44,77,3,5,5,0
1990,Las,Economics,268,56,212,3.79,93,10,7,6,1
1990,Engineering,Computer Science,397,48,349,7.27,204,44,3,1,0
1990,Education,Accountancy,1180,567,613,1.08,843,122,108,42,1
1990,Education,Elementary Education,390,379,11,0.03,342,18,14,14,1
1990,Engineering,Computer Engineering,301,30,271,9.03,207,57,20,11,1
1990,Engineering,Electrical Engineering,1576,172,1404,8.16,990,333,60,49,0
1990,Applied Health Sciences,Community Health,112,75,37,0.49,85,14,7,0,1
1990,Engineering,Computer Science,388,69,319,4.62,281,55,29,11,0
1990,Engineering,Civil Engineering,749,102,647,6.34,567,41,13,14,1
1990,Education,Special Education,77,62,15,0.24,51,3,4,0,0
1990,Engineering,Aerospace Engineering,479,49,430,8.78,366,42,15,28,1
1990,Aces,Food Science & Human Nutrition,193,124,69,0.56,130,15,8,5,0
1990,Aces,Animal Sciences,406,205,201,0.98,329,10,9,8,1
1990,Aces,Agricultural Communications,74,51,23,0.45,68,0,3,1,0
1990,Aces,Agricultural & Applied Econ,438,86,352,4.09,359,10,8,4,2
1990,Aces,Nutritional Sciences,38,24,14,0.58,22,3,2,0,0
1990,Las,Teaching Of English Sec Lang,76,64,12,0.19,28,3,1,0,1
1990,Applied Health Sciences,Kinesiology,257,107,150,1.4,192,21,7,5,1
1990,Las,Biology,102,52,50,0.96,93,2,4,1,1
1990,Las,Statistics,52,26,26,1,8,4,0,0,0
1990,Applied Health Sciences,Speech & Hearing Science,112,104,8,0.08,88,6,6,4,0
1990,Las,Spanish,67,40,27,0.68,32,1,0,9,0
1990,Education,Secondary Education,32,20,12,0.6,28,2,0,2,0
1990,Las,Physics,379,41,338,8.24,276,37,4,8,0
1990,Engineering,Industrial Engineering,215,67,148,2.21,150,39,16,5,1
1990,Business,Business Administration,1164,436,728,1.67,788,75,83,46,0
1990,Engineering,Mechanical Engineering,933,80,853,10.66,720,85,41,23,3
1990,Las,Sociology,45,29,16,0.55,27,2,0,0,0
1990,Las,Psychology,195,90,105,1.17,142,14,6,5,1
1990,Las,Political Science,59,18,41,2.28,37,3,2,1,0
1990,Las,Plant Biology,29,22,7,0.32,17,1,0,1,0
1990,Las,Philosophy,38,10,28,2.8,30,0,0,0,1
1990,Las,Molecular & Integrative Physi,60,26,34,1.31,28,4,0,0,1
1990,Las,Microbiology,69,30,39,1.3,43,3,0,1,1
1990,Las,Mathematics,204,43,161,3.74,115,5,3,1,0
1990,Las,Linguistics,94,52,42,0.81,29,3,4,0,0
1990,Las,History,117,33,84,2.55,97,2,3,2,0
1990,Las,Geology,48,11,37,3.36,30,1,0,2,0
1990,Ischool,Library & Information Science,202,137,65,0.47,151,2,3,1,0
1990,Vetmed,Veterinary Medicine,308,185,123,0.66,296,2,3,3,1
1990,Vetmed,Vms-Veterinary Clinical Medcne,26,13,13,1,18,1,1,0,0
1990,Social Work,Social Work,292,244,48,0.2,219,9,6,3,1
1990,Media,Journalism,34,22,12,0.55,26,0,2,0,0
1990,Las,Communication,40,15,25,1.67,17,0,1,3,0
1990,Education,Advertising,254,180,74,0.41,202,9,21,7,1
1990,Law,Law,622,221,401,1.81,494,12,44,23,3
1990,Las,Geography,39,18,21,1.17,23,0,2,0,0
1990,Las,French,55,36,19,0.53,31,2,1,1,0
1990,Fine And Applied Arts,Theatre,30,14,16,1.14,28,0,0,0,1
1990,Fine And Applied Arts,Music,144,72,72,1,109,7,4,3,0
1990,Fine And Applied Arts,Landscape Architecture,140,51,89,1.75,118,2,3,3,1
1990,Fine And Applied Arts,Graphic Design,124,71,53,0.75,105,14,2,2,0
1990,Fine And Applied Arts,Dance,42,34,8,0.24,33,1,2,1,0
1990,Fine And Applied Arts,Art And Design,332,171,161,0.94,253,41,10,11,4
1990,Fine And Applied Arts,Art Education,68,44,24,0.55,45,3,6,4,0
1990,Fine And Applied Arts,Architecture,199,62,137,2.21,168,9,8,2,1
1990,Fine And Applied Arts,Architectural Studies,585,182,403,2.21,477,48,22,22,1
1990,Engineering,Theoretical & Applied Mechans,57,3,54,18,30,0,0,1,0
1990,Las,Entomology,27,13,14,1.08,15,1,0,1,0
1990,Fine And Applied Arts,Music Education,231,139,92,0.66,203,11,5,5,1
1990,Fine And Applied Arts,Industrial Design,80,23,57,2.48,69,6,0,3,0
1990,Las,Biochemistry,99,43,56,1.3,69,7,0,1,0
1990,Las,Comparative Literature,33,18,15,0.83,6,0,2,1,0
1990,Las,Chemistry,487,145,342,2.36,334,47,8,7,2
1990,Las,Chemical Engineering,395,125,270,2.16,290,64,6,13,0
1990,Las,Biology,141,49,92,1.88,99,13,1,3,0
1990,Las,English,127,74,53,0.72,109,0,3,1,0
1990,Education,Anthropology,78,42,36,0.86,44,2,1,1,0
1990,Fine And Applied Arts,Urban Planning,156,52,104,2,134,7,7,0,0
1990,Las,Atmospheric Sciences,23,5,18,3.6,10,0,0,0,0
1989,Las,Economics,248,61,187,3.07,91,7,5,7,0
1989,Fine And Applied Arts,Theatre,111,56,55,0.98,94,1,3,4,0
1989,Business,Marketing,164,95,69,0.73,128,10,21,5,0
1989,Business,Finance,739,278,461,1.66,548,51,62,30,0
1989,Education,Accountancy,1085,541,544,1.01,819,76,85,42,1
1989,Engineering,Computer Science,392,48,344,7.17,210,42,2,2,0
1989,Business,Business Administration,1072,397,675,1.7,744,57,66,43,0
1989,Applied Health Sciences,Community Health,88,62,26,0.42,61,16,5,3,1
1989,Education,Early Childhood Education,58,58,0,0,50,2,1,4,0
1989,Education,Ed Organization And Leadership,93,58,35,0.6,77,1,2,0,0
1989,Engineering,Computer Science,418,64,354,5.53,300,55,32,11,0
1989,Engineering,Computer Engineering,313,27,286,10.59,227,50,20,9,1
1989,Engineering,Civil Engineering,682,96,586,6.1,525,36,10,13,1
1989,Engineering,Aerospace Engineering,513,53,460,8.68,407,37,17,26,1
1989,Education,Special Education,74,66,8,0.12,55,2,0,0,0
1989,Education,Elementary Education,343,332,11,0.03,312,9,8,11,1
1989,Education,Educational Psychology,143,96,47,0.49,77,2,5,4,1
1989,Aces,Agricultural & Applied Econ,422,88,334,3.8,350,9,7,2,1
1989,Applied Health Sciences,Kinesiology,237,100,137,1.37,185,9,5,4,0
1989,Aces,Food Science & Human Nutrition,215,149,66,0.44,137,22,10,5,0
1989,Aces,Animal Sciences,391,200,191,0.96,321,8,9,6,2
1989,Aces,Agricultural Communications,78,56,22,0.39,73,1,1,0,0
1989,Las,Statistics,56,26,30,1.15,9,6,0,0,0
1989,Las,Biology,115,55,60,1.09,101,4,6,4,0
1989,Las,Teaching Of English Sec Lang,72,59,13,0.22,32,1,0,0,1
1989,Applied Health Sciences,Speech & Hearing Science,105,99,6,0.06,90,5,4,4,0
1989,Aces,Nutritional Sciences,38,28,10,0.36,20,5,1,0,0
1989,Las,Spanish,69,37,32,0.86,36,0,0,9,0
1989,Education,Secondary Education,33,15,18,1.2,31,0,0,2,0
1989,Las,Physics,363,44,319,7.25,260,32,5,8,0
1989,Engineering,Electrical Engineering,1594,188,1406,7.48,1022,327,64,49,1
1989,Ischool,Library & Information Science,180,123,57,0.46,139,4,1,2,0
1989,Las,French,51,32,19,0.59,29,1,0,1,0
1989,Las,Psychology,200,88,112,1.27,148,12,6,4,0
1989,Las,Political Science,61,20,41,2.05,39,2,4,2,0
1989,Las,Plant Biology,32,25,7,0.28,20,2,0,1,0
1989,Las,Philosophy,37,10,27,2.7,29,0,0,0,1
1989,Las,Molecular & Integrative Physi,58,23,35,1.52,31,5,0,0,0
1989,Las,Microbiology,63,28,35,1.25,42,2,1,1,0
1989,Las,Mathematics,208,48,160,3.33,115,5,3,1,1
1989,Las,Linguistics,91,48,43,0.9,30,3,3,0,0
1989,Las,History,129,41,88,2.15,107,1,3,1,0
1989,Las,Geology,43,8,35,4.38,34,0,0,0,0
1989,Las,Geography,39,12,27,2.25,23,0,1,0,0
1989,Engineering,Industrial Engineering,261,69,192,2.78,196,40,11,7,1
1989,Vetmed,Veterinary Medicine,320,190,130,0.68,316,2,0,1,0
1989,Vetmed,Vms-Veterinary Clinical Medcne,25,9,16,1.78,14,1,1,0,2
1989,Social Work,Social Work,233,193,40,0.21,190,8,7,2,1
1989,Media,Journalism,28,17,11,0.65,24,0,0,1,0
1989,Las,Communication,37,14,23,1.64,18,2,1,1,0
1989,Education,Advertising,262,195,67,0.34,223,9,9,4,0
1989,Law,Law,612,248,364,1.47,514,10,33,15,2
1989,Las,Sociology,39,24,15,0.62,28,1,0,0,0
1989,Las,English,130,67,63,0.94,105,3,1,1,0
1989,Fine And Applied Arts,Landscape Architecture,133,50,83,1.66,118,2,0,2,1
1989,Fine And Applied Arts,Industrial Design,75,23,52,2.26,65,4,0,3,0
1989,Fine And Applied Arts,Graphic Design,131,74,57,0.77,113,13,2,2,0
1989,Fine And Applied Arts,Dance,41,32,9,0.28,33,1,2,2,0
1989,Fine And Applied Arts,Art And Design,348,178,170,0.96,280,26,11,21,2
1989,Fine And Applied Arts,Art Education,77,60,17,0.28,56,2,3,3,0
1989,Fine And Applied Arts,Architecture,215,50,165,3.3,175,10,6,2,1
1989,Fine And Applied Arts,Architectural Studies,585,179,406,2.27,484,51,22,16,1
1989,Engineering,Theoretical & Applied Mechans,63,5,58,11.6,34,2,1,1,0
1989,Engineering,Mechanical Engineering,854,89,765,8.6,671,68,41,20,2
1989,Las,Comparative Literature,29,16,13,0.81,7,1,2,2,0
1989,Fine And Applied Arts,Music,136,70,66,0.94,101,3,3,3,0
1989,Las,Chemical Engineering,370,104,266,2.56,287,44,8,11,0
1989,Las,Biology,138,63,75,1.19,101,14,1,6,0
1989,Las,Biochemistry,112,45,67,1.49,82,8,0,1,0
1989,Las,Atmospheric Sciences,28,5,23,4.6,12,3,0,0,0
1989,Las,Chemistry,462,145,317,2.19,320,39,3,6,2
1989,Fine And Applied Arts,Urban Planning,143,61,82,1.34,119,3,11,0,0
1989,Fine And Applied Arts,Theatre,31,18,13,0.72,26,0,2,0,1
1989,Fine And Applied Arts,Music Education,252,148,104,0.7,224,10,2,5,1
1989,Education,Anthropology,78,39,39,1,47,2,1,1,0
1988,Business,Marketing,168,108,60,0.56,148,7,8,4,0
1988,Fine And Applied Arts,Theatre,119,59,60,1.02,107,1,2,2,0
1988,Engineering,Computer Science,397,55,342,6.22,215,34,4,1,1
1988,Business,Finance,698,278,420,1.51,539,46,49,19,1
1988,Las,Economics,236,58,178,3.07,78,7,5,2,0
1988,Business,Business Administration,1022,391,631,1.61,725,47,86,26,0
1988,Education,Accountancy,1136,582,554,0.95,887,73,76,31,0
1988,Education,Ed Organization And Leadership,150,84,66,0.79,123,1,13,2,0
1988,Education,Early Childhood Education,63,63,0,0,57,1,0,2,1
1988,Engineering,Aerospace Engineering,610,58,552,9.52,499,48,18,20,0
1988,Education,Educational Psychology,160,103,57,0.55,91,5,7,3,1
1988,Engineering,Electrical Engineering,1864,219,1645,7.51,1241,385,68,52,3
1988,Engineering,Computer Science,447,70,377,5.39,342,54,18,11,0
1988,Engineering,Computer Engineering,368,35,333,9.51,263,61,21,11,0
1988,Engineering,Civil Engineering,641,97,544,5.61,503,29,11,10,0
1988,Education,Special Education,71,61,10,0.16,58,1,1,1,1
1988,Education,Elementary Education,350,339,11,0.03,324,8,5,10,1
1988,Applied Health Sciences,Community Health,106,72,34,0.47,76,15,8,4,1
1988,Engineering,Industrial Engineering,209,63,146,2.32,164,22,12,8,0
1988,Aces,Food Science & Human Nutrition,222,162,60,0.37,154,15,6,8,0
1988,Aces,Animal Sciences,380,200,180,0.9,315,4,7,3,2
1988,Aces,Agricultural Communications,73,53,20,0.38,72,0,0,0,0
1988,Aces,Nutritional Sciences,41,32,9,0.28,22,4,0,0,0
1988,Applied Health Sciences,Kinesiology,220,113,107,0.95,175,12,3,5,1
1988,Las,Biology,94,54,40,0.74,83,4,3,1,0
1988,Las,Teaching Of English Sec Lang,72,55,17,0.31,32,1,1,1,0
1988,Las,Physics,372,39,333,8.54,283,28,4,7,0
1988,Las,Statistics,69,32,37,1.16,16,6,1,0,0
1988,Applied Health Sciences,Speech & Hearing Science,109,105,4,0.04,94,4,3,5,0
1988,Las,Spanish,52,26,26,1,28,0,0,5,0
1988,Education,Secondary Education,32,12,20,1.67,31,1,0,0,0
1988,Aces,Agricultural & Applied Econ,380,52,328,6.31,324,5,3,2,1
1988,Las,Sociology,35,21,14,0.67,25,0,0,1,0
1988,Las,Psychology,209,103,106,1.03,161,10,4,4,0
1988,Las,Political Science,66,20,46,2.3,37,3,6,3,1
1988,Las,Plant Biology,34,24,10,0.42,23,2,0,1,0
1988,Las,Philosophy,39,8,31,3.88,30,0,0,1,2
1988,Las,Molecular & Integrative Physi,60,21,39,1.86,33,5,0,0,0
1988,Las,Microbiology,62,23,39,1.7,45,1,0,1,0
1988,Las,Mathematics,173,42,131,3.12,106,5,2,1,0
1988,Las,Linguistics,87,46,41,0.89,28,2,4,1,0
1988,Las,History,102,30,72,2.4,87,0,2,0,0
1988,Las,Geography,34,12,22,1.83,26,0,0,0,0
1988,Ischool,Library & Information Science,178,127,51,0.4,134,4,4,2,0
1988,Vetmed,Veterinary Medicine,318,185,133,0.72,310,2,1,2,0
1988,Vetmed,Vms-Veterinary Clinical Medcne,23,9,14,1.56,16,1,0,0,1
1988,Social Work,Social Work,174,136,38,0.28,129,2,10,3,1
1988,Media,Journalism,29,19,10,0.53,23,0,1,1,0
1988,Las,Communication,33,11,22,2,18,1,1,1,0
1988,Education,Advertising,262,195,67,0.34,227,12,6,1,2
1988,Law,Law,619,241,378,1.57,530,9,27,17,0
1988,Las,Geology,46,6,40,6.67,36,0,0,0,0
1988,Engineering,Mechanical Engineering,971,117,854,7.3,784,68,38,24,2
1988,Fine And Applied Arts,Music Education,273,162,111,0.69,245,10,5,5,1
1988,Fine And Applied Arts,Landscape Architecture,133,46,87,1.89,117,3,1,3,1
1988,Fine And Applied Arts,Industrial Design,88,28,60,2.14,74,4,2,3,0
1988,Fine And Applied Arts,Graphic Design,132,76,56,0.74,116,12,1,2,1
1988,Fine And Applied Arts,Art And Design,365,192,173,0.9,303,21,10,16,4
1988,Fine And Applied Arts,Art Education,74,59,15,0.25,57,3,4,1,0
1988,Fine And Applied Arts,Architecture,235,49,186,3.8,183,10,7,3,0
1988,Fine And Applied Arts,Architectural Studies,587,172,415,2.41,491,44,25,16,2
1988,Engineering,Theoretical & Applied Mechans,57,5,52,10.4,27,3,0,1,0
1988,Las,French,48,33,15,0.45,31,1,1,0,0
1988,Fine And Applied Arts,Music,129,76,53,0.7,95,6,3,2,0
1988,Fine And Applied Arts,Dance,44,34,10,0.29,38,1,0,1,0
1988,Fine And Applied Arts,Theatre,29,16,13,0.81,29,0,0,0,0
1988,Las,Biochemistry,115,43,72,1.67,88,6,0,2,0
1988,Las,English,123,61,62,1.02,104,1,0,1,0
1988,Las,Comparative Literature,28,16,12,0.75,5,1,2,2,0
1988,Las,Chemistry,478,149,329,2.21,347,43,2,6,1
1988,Las,Chemical Engineering,426,120,306,2.55,334,50,8,11,0
1988,Las,Biology,133,62,71,1.15,104,8,2,4,0
1988,Las,Entomology,27,9,18,2,15,1,0,1,0
1988,Las,Atmospheric Sciences,24,5,19,3.8,11,3,0,0,0
1988,Education,Anthropology,68,29,39,1.34,43,3,1,1,0
1988,Fine And Applied Arts,Urban Planning,142,68,74,1.09,113,6,10,0,0
1987,Business,Marketing,201,137,64,0.47,176,9,12,4,0
1987,Fine And Applied Arts,Theatre,104,52,52,1,97,0,3,1,0
1987,Applied Health Sciences,Community Health,154,104,50,0.48,128,9,8,3,0
1987,Business,Finance,658,268,390,1.46,552,29,33,14,0
1987,Las,Economics,236,45,191,4.24,81,10,3,3,0
1987,Engineering,Computer Science,394,59,335,5.68,235,36,3,2,1
1987,Business,Business Administration,945,375,570,1.52,672,48,73,29,3
1987,Education,Accountancy,1039,535,504,0.94,847,59,63,17,0
1987,Education,Early Childhood Education,96,96,0,0,89,1,2,3,1
1987,Education,Ed Organization And Leadership,154,77,77,1,125,1,12,2,0
1987,Engineering,Computer Science,442,76,366,4.82,358,41,15,6,1
1987,Engineering,Computer Engineering,407,33,374,11.33,318,49,18,8,0
1987,Engineering,Civil Engineering,567,93,474,5.1,430,20,11,13,0
1987,Engineering,Aerospace Engineering,655,60,595,9.92,551,42,16,20,0
1987,Education,Special Education,74,64,10,0.16,59,1,2,1,1
1987,Education,Elementary Education,340,329,11,0.03,322,7,1,8,1
1987,Education,Educational Psychology,161,104,57,0.55,98,5,7,3,1
1987,Aces,Food Science & Human Nutrition,222,145,77,0.53,151,14,4,5,0
1987,Aces,Animal Sciences,381,182,199,1.09,329,3,7,0,1
1987,Aces,Agricultural Communications,71,50,21,0.42,69,0,2,0,0
1987,Aces,Nutritional Sciences,44,27,17,0.63,27,3,0,0,0
1987,Las,Teaching Of English Sec Lang,63,48,15,0.31,33,2,1,1,0
1987,Applied Health Sciences,Kinesiology,212,100,112,1.12,167,8,4,4,0
1987,Las,Biology,80,48,32,0.67,75,0,1,0,1
1987,Las,Statistics,54,27,27,1,13,5,0,0,0
1987,Applied Health Sciences,Speech & Hearing Science,101,99,2,0.02,91,3,3,2,0
1987,Las,Spanish,43,24,19,0.79,22,0,1,6,0
1987,Education,Secondary Education,31,13,18,1.38,29,2,0,0,0
1987,Las,Physics,386,41,345,8.41,300,24,3,4,1
1987,Engineering,Electrical Engineering,2004,240,1764,7.35,1384,391,61,47,2
1987,Aces,Agricultural & Applied Econ,396,59,337,5.71,345,3,2,3,1
1987,Engineering,Industrial Engineering,201,61,140,2.3,159,18,11,9,0
1987,Las,Geography,42,14,28,2,27,0,1,0,0
1987,Las,Sociology,35,20,15,0.75,23,0,0,0,0
1987,Las,Psychology,191,90,101,1.12,153,9,4,1,0
1987,Las,Political Science,49,11,38,3.45,33,2,0,0,1
1987,Las,Plant Biology,38,25,13,0.52,26,2,0,2,0
1987,Las,Philosophy,42,9,33,3.67,35,0,0,1,1
1987,Las,Molecular & Integrative Physi,58,20,38,1.9,33,4,0,0,0
1987,Las,Microbiology,63,26,37,1.42,47,2,0,0,0
1987,Las,Mathematics,163,47,116,2.47,91,7,2,1,0
1987,Las,Linguistics,89,46,43,0.93,32,3,2,1,0
1987,Las,History,102,38,64,1.68,81,0,2,0,1
1987,Social Work,Social Work,274,219,55,0.25,215,6,13,2,3
1987,Ischool,Library & Information Science,190,148,42,0.28,150,6,4,2,0
1987,Vetmed,Veterinary Medicine,314,180,134,0.74,305,3,1,2,1
1987,Vetmed,Vms-Veterinary Clinical Medcne,23,9,14,1.56,17,1,0,0,0
1987,Media,Journalism,34,21,13,0.62,26,0,1,0,3
1987,Las,Communication,40,20,20,1,25,0,2,2,0
1987,Education,Advertising,266,195,71,0.36,235,0,15,0,6
1987,Law,Law,645,251,394,1.57,564,7,24,15,0
1987,Las,Geology,70,19,51,2.68,53,0,0,1,0
1987,Fine And Applied Arts,Music Education,290,167,123,0.74,253,11,4,3,1
1987,Fine And Applied Arts,Landscape Architecture,138,40,98,2.45,118,7,1,5,1
1987,Fine And Applied Arts,Industrial Design,96,32,64,2,81,5,2,3,0
1987,Fine And Applied Arts,Graphic Design,120,74,46,0.62,102,14,0,3,1
1987,Fine And Applied Arts,Dance,50,45,5,0.11,44,1,1,0,0
1987,Fine And Applied Arts,Art And Design,383,195,188,0.96,316,27,10,14,1
1987,Fine And Applied Arts,Art Education,73,58,15,0.26,58,2,4,0,1
1987,Fine And Applied Arts,Architecture,222,52,170,3.27,179,9,2,3,0
1987,Fine And Applied Arts,Architectural Studies,617,170,447,2.63,521,41,27,16,3
1987,Engineering,Theoretical & Applied Mechans,58,5,53,10.6,29,4,0,1,0
1987,Las,French,46,34,12,0.35,31,1,1,0,0
1987,Fine And Applied Arts,Music,158,89,69,0.78,119,5,4,3,0
1987,Engineering,Mechanical Engineering,1006,119,887,7.45,836,60,32,24,2
1987,Fine And Applied Arts,Theatre,47,25,22,0.88,45,0,0,1,0
1987,Las,Biochemistry,119,42,77,1.83,92,7,1,0,0
1987,Las,English,115,58,57,0.98,94,1,1,1,0
1987,Las,Comparative Literature,33,21,12,0.57,3,2,2,2,0
1987,Las,Chemistry,524,151,373,2.47,393,43,3,5,1
1987,Las,Chemical Engineering,434,124,310,2.5,345,51,8,11,0
1987,Las,Biology,139,72,67,0.93,114,5,1,5,0
1987,Las,Entomology,32,9,23,2.56,20,1,0,1,0
1987,Las,Astronomy,20,2,18,9,12,0,0,1,0
1987,Education,Anthropology,58,25,33,1.32,37,2,0,2,0
1987,Fine And Applied Arts,Urban Planning,150,68,82,1.21,122,6,10,0,0
1987,Las,Atmospheric Sciences,24,5,19,3.8,11,3,0,0,0
1986,Business,Finance,664,295,369,1.25,576,16,29,14,0
1986,Fine And Applied Arts,Theatre,104,52,52,1,98,0,0,1,0
1986,Business,Marketing,228,156,72,0.46,201,6,15,5,0
1986,Business,Business Administration,947,413,534,1.29,655,42,71,25,2
1986,Las,Economics,213,40,173,4.32,85,9,4,4,0
1986,Engineering,Computer Science,411,64,347,5.42,270,41,2,2,1
1986,Education,Accountancy,1081,561,520,0.93,899,41,65,20,0
1986,Education,Early Childhood Education,87,87,0,0,81,2,2,0,0
1986,Education,Ed Organization And Leadership,143,71,72,1.01,111,1,12,2,0
1986,Engineering,Computer Science,488,105,383,3.65,405,32,21,7,0
1986,Engineering,Computer Engineering,463,56,407,7.27,368,55,19,8,0
1986,Engineering,Civil Engineering,553,83,470,5.66,406,20,13,13,0
1986,Engineering,Aerospace Engineering,599,59,540,9.15,531,29,12,11,0
1986,Education,Special Education,73,62,11,0.18,60,1,1,1,0
1986,Education,Elementary Education,388,371,17,0.05,364,8,3,8,2
1986,Education,Educational Psychology,135,80,55,0.69,84,5,6,5,1
1986,Applied Health Sciences,Community Health,132,94,38,0.4,110,5,10,2,0
1986,Aces,Agricultural & Applied Econ,423,60,363,6.05,373,3,5,1,1
1986,Aces,Food Science & Human Nutrition,218,149,69,0.46,159,17,4,5,0
1986,Aces,Animal Sciences,392,196,196,1,347,5,6,0,1
1986,Aces,Agricultural Communications,74,54,20,0.37,69,0,4,0,1
1986,Aces,Nutritional Sciences,39,24,15,0.62,25,4,0,1,0
1986,Las,Teaching Of English Sec Lang,75,52,23,0.44,33,2,2,0,0
1986,Applied Health Sciences,Kinesiology,218,104,114,1.1,183,7,3,0,0
1986,Las,Biology,88,49,39,0.8,82,1,2,0,1
1986,Las,Statistics,46,22,24,1.09,9,4,0,0,0
1986,Applied Health Sciences,Speech & Hearing Science,91,87,4,0.05,79,3,5,1,0
1986,Las,Spanish,46,28,18,0.64,21,0,0,7,0
1986,Education,Secondary Education,44,27,17,0.63,42,2,0,0,0
1986,Las,Physics,364,37,327,8.84,279,20,2,5,1
1986,Engineering,Electrical Engineering,2041,228,1813,7.95,1476,361,51,42,1
1986,Las,Geography,40,11,29,2.64,28,0,1,1,0
1986,Las,Sociology,38,21,17,0.81,22,0,0,0,0
1986,Las,Psychology,202,93,109,1.17,166,7,5,2,0
1986,Las,Political Science,49,14,35,2.5,35,2,1,0,1
1986,Las,Plant Biology,28,17,11,0.65,15,1,0,1,0
1986,Las,Philosophy,40,9,31,3.44,33,1,0,0,1
1986,Las,Molecular & Integrative Physi,49,13,36,2.77,30,3,0,0,0
1986,Las,Microbiology,60,22,38,1.73,48,1,0,0,0
1986,Las,Mathematics,167,40,127,3.18,95,6,4,2,0
1986,Las,Linguistics,79,40,39,0.98,27,3,2,1,0
1986,Las,History,92,35,57,1.63,74,0,1,0,1
1986,Social Work,Social Work,270,216,54,0.25,214,6,9,5,2
1986,Engineering,Industrial Engineering,202,69,133,1.93,165,8,18,7,0
1986,Ischool,Library & Information Science,206,148,58,0.39,161,5,5,3,1
1986,Vetmed,Veterinary Medicine,316,162,154,0.95,308,5,1,1,1
1986,Vetmed,Vms-Veterinary Clinical Medcne,23,9,14,1.56,16,1,0,0,0
1986,Media,Journalism,33,19,14,0.74,27,0,1,0,0
1986,Las,Communication,43,22,21,0.95,24,4,0,2,0
1986,Education,Advertising,256,181,75,0.41,234,8,0,0,0
1986,Law,Law,663,236,427,1.81,585,8,19,11,2
1986,Las,Geology,78,19,59,3.11,64,1,0,1,0
1986,Fine And Applied Arts,Music,151,82,69,0.84,116,0,5,2,0
1986,Fine And Applied Arts,Landscape Architecture,135,51,84,1.65,125,2,0,4,1
1986,Fine And Applied Arts,Industrial Design,117,46,71,1.54,102,9,1,3,0
1986,Fine And Applied Arts,Graphic Design,135,81,54,0.67,121,9,1,2,1
1986,Fine And Applied Arts,Dance,45,35,10,0.29,40,1,1,0,0
1986,Fine And Applied Arts,Art And Design,360,199,161,0.81,308,22,4,9,2
1986,Fine And Applied Arts,Art Education,70,50,20,0.4,55,3,4,0,0
1986,Fine And Applied Arts,Architecture,206,50,156,3.12,157,6,2,4,0
1986,Fine And Applied Arts,Architectural Studies,598,175,423,2.42,525,31,22,14,0
1986,Engineering,Theoretical & Applied Mechans,45,4,41,10.25,25,1,0,0,0
1986,Engineering,Mechanical Engineering,1010,114,896,7.86,876,48,21,20,2
1986,Las,French,44,32,12,0.38,29,0,0,0,0
1986,Fine And Applied Arts,Music Education,277,160,117,0.73,244,9,1,4,0
1986,Las,Biochemistry,109,36,73,2.03,84,7,1,1,0
1986,Las,English,114,60,54,0.9,97,1,2,0,0
1986,Las,Comparative Literature,33,19,14,0.74,5,2,1,1,0
1986,Las,Chemistry,522,156,366,2.35,398,41,5,9,1
1986,Las,Chemical Engineering,440,111,329,2.96,359,46,9,6,0
1986,Las,Biology,163,76,87,1.14,135,6,2,4,0
1986,Las,Entomology,39,9,30,3.33,27,2,0,0,0
1986,Education,Anthropology,71,35,36,1.03,46,4,0,3,0
1986,Fine And Applied Arts,Urban Planning,160,72,88,1.22,127,4,12,2,0
1986,Fine And Applied Arts,Theatre,42,21,21,1,39,0,1,1,0
1986,Las,Atmospheric Sciences,28,6,22,3.67,14,1,0,0,0
1985,Engineering,Computer Science,370,69,301,4.36,245,47,3,2,0
1985,Fine And Applied Arts,Theatre,100,48,52,1.08,90,0,1,0,0
1985,Business,Marketing,218,142,76,0.54,195,1,13,8,1
1985,Business,Finance,622,264,358,1.36,537,22,30,10,1
1985,Las,Economics,192,37,155,4.19,90,7,2,3,0
1985,Business,Business Administration,983,464,519,1.12,715,35,69,23,1
1985,Education,Accountancy,1212,626,586,0.94,1050,40,59,17,0
1985,Applied Health Sciences,Community Health,100,65,35,0.54,90,3,5,1,0
1985,Education,Early Childhood Education,71,69,2,0.03,64,1,3,1,0
1985,Engineering,Computer Engineering,501,65,436,6.71,408,60,21,6,0
1985,Engineering,Civil Engineering,529,77,452,5.87,406,19,8,10,0
1985,Engineering,Aerospace Engineering,618,61,557,9.13,553,35,10,9,0
1985,Aces,Agricultural & Applied Econ,442,74,368,4.97,398,1,7,2,1
