,Fall,College,Major_Name,Total,Female,Male,Caucasian,Asian American,African American,Hispanic,Native American,M/F
947,1984,Las,History,81,26,55,63,0,1,0,0,2.12
944,1984,Las,Geology,93,25,68,79,2,0,1,0,2.72
943,1984,Las,Geography,35,14,21,20,0,0,1,0,1.5
977,1984,Las,Communication,37,19,18,11,1,1,23,0,0.95
940,1984,Las,French,40,31,9,25,0,1,1,0,0.29
950,1984,Las,Linguistics,76,40,36,35,3,1,0,0,0.9
938,1984,Las,English,114,63,51,90,0,2,0,0,0.81
937,1984,Las,Comparative Literature,36,21,15,7,3,0,1,0,0.71
927,1984,Las,Atmospheric Sciences,22,6,16,9,1,0,0,0,2.67
932,1984,Las,Chemical Engineering,479,114,365,399,40,5,8,1,3.2
930,1984,Las,Biology,234,114,120,195,9,3,5,0,1.16
929,1984,Las,Biochemistry,94,30,64,75,3,1,0,0,2.13
934,1984,Las,Chemistry,537,143,394,453,31,5,2,0,2.76
659,1983,Las,Economics,180,35,145,107,7,7,4,0,4.14
627,1983,Las,Teaching Of English Sec Lang,77,56,21,43,2,1,0,0,0.38
634,1983,Las,Biology,217,96,121,183,5,4,3,0,0.75
620,1983,Las,Spanish,36,27,9,15,0,0,10,0,0.33
616,1983,Las,Physics,370,30,340,293,19,1,3,0,11.33
759,1983,Las,Psychology,182,91,91,134,9,7,1,0,1
758,1983,Las,Political Science,31,8,23,21,1,2,0,0,2.88
757,1983,Las,Plant Biology,27,11,16,18,1,0,0,0,1.45
756,1983,Las,Philosophy,38,6,32,28,0,0,1,1,5.33
752,1983,Las,Molecular & Integrative Physi,56,18,38,39,2,0,0,0,2.11
751,1983,Las,Microbiology,67,30,37,63,0,0,0,0,1.23
750,1983,Las,Mathematics,181,39,142,113,7,0,0,0,3.64
749,1983,Las,Linguistics,82,48,34,34,3,1,0,0,0.71
746,1983,Las,History,73,26,47,64,0,0,0,0,1.81
743,1983,Las,Geology,106,33,73,86,2,0,2,0,2.21
763,1983,Las,Sociology,44,21,23,31,2,0,0,0,1.1
775,1983,Las,Communication,36,22,14,26,0,0,1,0,0.64
742,1983,Las,Geography,34,9,25,25,0,0,0,0,2.78
739,1983,Las,French,31,22,9,23,0,1,0,0,0.41
728,1983,Las,Biochemistry,97,30,67,78,3,2,0,1,2.23
737,1983,Las,English,98,55,43,86,0,3,0,0,0.78
736,1983,Las,Comparative Literature,39,23,16,11,3,0,4,0,0.7
733,1983,Las,Chemistry,557,159,398,476,29,6,3,0,2.5
731,1983,Las,Chemical Engineering,538,117,421,442,37,14,12,1,3.6
738,1983,Las,Entomology,37,8,29,30,1,0,0,0,3.62
727,1983,Las,Atmospheric Sciences,21,7,14,7,2,0,0,0,2
459,1982,Las,Economics,181,39,142,115,4,5,3,0,3.64
438,1982,Las,Biology,205,104,101,167,10,2,3,0,0.43
430,1982,Las,Teaching Of English Sec Lang,77,59,18,44,2,0,1,0,0.31
424,1982,Las,Spanish,46,31,15,22,0,2,11,0,0.48
421,1982,Las,Physics,365,28,337,292,17,1,1,0,12.04
551,1982,Las,Microbiology,73,33,40,63,1,0,0,1,1.21
558,1982,Las,Political Science,40,10,30,32,1,2,0,0,3
557,1982,Las,Plant Biology,30,15,15,20,0,0,0,0,1
556,1982,Las,Philosophy,33,4,29,28,0,0,2,0,7.25
552,1982,Las,Molecular & Integrative Physi,56,16,40,39,1,0,0,0,2.5
550,1982,Las,Mathematics,159,35,124,104,5,0,1,0,3.54
562,1982,Las,Sociology,44,20,24,28,2,0,0,0,1.2
549,1982,Las,Linguistics,74,41,33,32,4,1,0,0,0.8
547,1982,Las,History,71,24,47,61,0,0,0,1,1.96
544,1982,Las,Geology,114,34,80,91,2,0,2,0,2.35
543,1982,Las,Geography,36,8,28,33,0,0,0,0,3.5
540,1982,Las,French,33,23,10,25,0,1,0,0,0.43
573,1982,Las,Communication,41,23,18,11,0,1,29,0,0.78
559,1982,Las,Psychology,184,88,96,125,11,9,1,0,1.09
539,1982,Las,Entomology,33,7,26,27,1,0,0,0,3.71
538,1982,Las,English,110,60,50,89,0,5,0,0,0.83
534,1982,Las,Chemistry,550,135,415,468,29,7,4,0,3.07
532,1982,Las,Chemical Engineering,551,132,419,469,28,21,6,1,3.17
529,1982,Las,Biochemistry,82,28,54,69,3,0,0,1,1.93
528,1982,Las,Atmospheric Sciences,23,6,17,10,1,0,0,0,2.83
537,1982,Las,Comparative Literature,43,24,19,14,1,0,4,0,0.79
264,1981,Las,Economics,183,46,137,124,5,6,3,0,2.98
231,1981,Las,Spanish,49,33,16,27,0,2,12,0,0.48
236,1981,Las,Teaching Of English Sec Lang,76,62,14,45,1,0,1,0,0.23
228,1981,Las,Physics,356,31,325,278,20,2,0,1,10.48
355,1981,Las,Microbiology,61,28,33,52,0,1,0,1,1.18
363,1981,Las,Psychology,161,78,83,116,6,10,1,0,1.06
361,1981,Las,Plant Biology,26,11,15,21,0,0,0,0,1.36
360,1981,Las,Philosophy,29,5,24,26,0,0,1,0,4.8
356,1981,Las,Molecular & Integrative Physi,60,19,41,47,2,0,0,0,2.16
354,1981,Las,Mathematics,151,28,123,100,7,0,1,0,4.39
343,1981,Las,French,33,27,6,28,0,0,0,0,0.22
353,1981,Las,Linguistics,73,32,41,32,3,1,1,1,1.28
350,1981,Las,History,84,24,60,71,0,0,0,1,2.5
347,1981,Las,Geology,114,38,76,95,1,0,1,0,2
346,1981,Las,Geography,43,13,30,33,0,0,0,0,2.31
366,1981,Las,Sociology,41,18,23,29,1,0,0,0,1.28
377,1981,Las,Communication,38,23,15,28,2,0,0,1,0.65
362,1981,Las,Political Science,42,14,28,33,0,0,1,0,2
342,1981,Las,Entomology,28,7,21,23,1,0,0,0,3
341,1981,Las,English,101,50,51,90,0,1,0,0,1.02
331,1981,Las,Atmospheric Sciences,22,5,17,11,1,0,0,0,3.4
337,1981,Las,Chemistry,537,128,409,476,22,3,2,0,3.2
335,1981,Las,Chemical Engineering,567,123,444,472,34,21,7,1,3.61
333,1981,Las,Biology,191,89,102,174,3,2,0,0,1.3
332,1981,Las,Biochemistry,84,25,59,69,2,0,1,1,2.36
340,1981,Las,Comparative Literature,44,24,20,18,1,0,2,0,0.83
73,1980,Las,Economics,160,43,117,111,2,5,1,2,2.72
36,1980,Las,Physics,362,26,336,289,21,3,0,1,12.92
39,1980,Las,Spanish,46,28,18,31,0,3,8,0,0.64
45,1980,Las,Teaching Of English Sec Lang,75,60,15,49,1,0,1,0,0.25
162,1980,Las,Mathematics,139,20,119,107,5,0,0,0,5.95
169,1980,Las,Plant Biology,31,13,18,25,0,0,0,0,1.38
168,1980,Las,Philosophy,33,5,28,29,0,0,1,1,5.6
164,1980,Las,Molecular & Integrative Physi,57,14,43,41,3,1,0,0,3.07
163,1980,Las,Microbiology,59,25,34,51,0,1,0,1,1.36
161,1980,Las,Linguistics,63,31,32,30,5,0,2,0,1.03
150,1980,Las,Entomology,30,7,23,25,1,0,0,0,3.29
158,1980,Las,History,82,36,46,71,0,0,0,1,1.28
155,1980,Las,Geology,115,36,79,98,0,0,0,0,2.19
154,1980,Las,Geography,43,13,30,33,0,0,0,0,2.31
170,1980,Las,Political Science,46,17,29,34,0,1,2,0,1.71
171,1980,Las,Psychology,160,74,86,126,5,9,1,0,1.16
173,1980,Las,Sociology,46,18,28,33,1,0,0,1,1.56
184,1980,Las,Communication,27,15,12,7,0,0,20,0,0.8
151,1980,Las,French,40,33,7,30,0,0,2,0,0.21
149,1980,Las,English,108,58,50,99,1,1,0,0,0.86
148,1980,Las,Comparative Literature,42,20,22,22,0,0,2,0,1.1
139,1980,Las,Atmospheric Sciences,22,5,17,11,2,0,0,0,3.4
140,1980,Las,Biochemistry,86,20,66,76,2,0,1,1,3.3
141,1980,Las,Biology,139,56,83,121,3,2,1,0,1.48
143,1980,Las,Chemical Engineering,530,111,419,451,30,22,6,1,3.77
145,1980,Las,Chemistry,531,123,408,483,16,3,2,0,3.32
